"descrip"|"result"|"year"|"cohort"|"hospital"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"32.47"|"2024"|"pcad"|"Hospital C"
"% de pacientes con evaluación de la anemia preoperatoria con tiempo suficiente"|"61.43"|"2022"|"pcad"|"Hospital C"
"% de pacientes con evaluación de la anemia preoperatoria con tiempo suficiente"|"67.01"|"2023"|"pcad"|"Hospital C"
"% de pacientes con evaluación de la anemia preoperatoria con tiempo suficiente"|"55.84"|"2024"|"pcad"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro"|"33.33"|"2024"|"pcad"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro"|"60.87"|"2022"|"pcad"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro"|"44.44"|"2023"|"pcad"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"16"|"2023"|"pcad"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"36.84"|"2022"|"pcad"|"Hospital C"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"20"|"2024"|"pcad"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"52.17"|"2022"|"pcad"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"22.22"|"2023"|"pcad"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"20"|"2024"|"pcad"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"31.58"|"2022"|"pcad"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"8"|"2023"|"pcad"|"Hospital C"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"12"|"2024"|"pcad"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"30.43"|"2022"|"pcad"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"33.33"|"2023"|"pcad"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"6.67"|"2024"|"pcad"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"8"|"2024"|"pcad"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"16"|"2023"|"pcad"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"21.05"|"2022"|"pcad"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"4.12"|"2023"|"pcad"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"6.43"|"2022"|"pcad"|"Hospital C"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"2.6"|"2024"|"pcad"|"Hospital C"
"% de pacientes con Hb de control"|"75"|"2023"|"pcad"|"Hospital C"
"% de pacientes con Hb de control"|"62.5"|"2022"|"pcad"|"Hospital C"
"% de pacientes con Hb de control"|"0"|"2024"|"pcad"|"Hospital C"
"% de pacientes tratados preoperatoriamente con un incremento de Hb de +1 pto"|"0"|"2024"|"pcad"|"Hospital C"
"% de pacientes tratados preoperatoriamente con un incremento de Hb de +1 pto"|"25"|"2023"|"pcad"|"Hospital C"
"% de pacientes tratados preoperatoriamente con un incremento de Hb de +1 pto"|"0"|"2022"|"pcad"|"Hospital C"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"98.7"|"2024"|"pcad"|"Hospital C"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"99.29"|"2022"|"pcad"|"Hospital C"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"98.97"|"2023"|"pcad"|"Hospital C"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2022"|"pcad"|"Hospital C"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2023"|"pcad"|"Hospital C"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2024"|"pcad"|"Hospital C"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"99.29"|"2022"|"pcad"|"Hospital C"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"100"|"2023"|"pcad"|"Hospital C"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"100"|"2024"|"pcad"|"Hospital C"
"% de pacientes intervenidos sin anemia"|"81.82"|"2024"|"pcad"|"Hospital C"
"% de pacientes intervenidos sin anemia"|"83.57"|"2022"|"pcad"|"Hospital C"
"% de pacientes intervenidos sin anemia"|"88.66"|"2023"|"pcad"|"Hospital C"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"74.44"|"2023"|"pcad"|"Hospital C"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"71.54"|"2022"|"pcad"|"Hospital C"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"64.52"|"2024"|"pcad"|"Hospital C"
"% de pacientes tratados postoperatoriamente con hierro IV"|"10.81"|"2022"|"pcad"|"Hospital C"
"% de pacientes tratados postoperatoriamente con hierro IV"|"18.18"|"2023"|"pcad"|"Hospital C"
"% de pacientes tratados postoperatoriamente con hierro IV"|"21.74"|"2024"|"pcad"|"Hospital C"
"% de pacientes con anestesia regional"|"67.01"|"2023"|"pcad"|"Hospital C"
"% de pacientes con anestesia regional"|"67.14"|"2022"|"pcad"|"Hospital C"
"% de pacientes con anestesia regional"|"66.23"|"2024"|"pcad"|"Hospital C"
"% de pacientes tratados con antifibrinolíticos"|"0"|"2022"|"pcad"|"Hospital C"
"% de pacientes tratados con antifibrinolíticos"|"0"|"2023"|"pcad"|"Hospital C"
"% de pacientes tratados con antifibrinolíticos"|"0"|"2024"|"pcad"|"Hospital C"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2023"|"pcad"|"Hospital C"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2022"|"pcad"|"Hospital C"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2024"|"pcad"|"Hospital C"
"% de pacientes tratados con fibrinógeno"|"0"|"2022"|"pcad"|"Hospital C"
"% de pacientes tratados con fibrinógeno"|"0"|"2023"|"pcad"|"Hospital C"
"% de pacientes tratados con fibrinógeno"|"0"|"2024"|"pcad"|"Hospital C"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2022"|"pcad"|"Hospital C"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2023"|"pcad"|"Hospital C"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2024"|"pcad"|"Hospital C"
"% de pacientes transfundidos con Hb < 8 g/dl"|"54.55"|"2024"|"pcad"|"Hospital C"
"% de pacientes transfundidos con Hb < 8 g/dl"|"50"|"2023"|"pcad"|"Hospital C"
"% de pacientes transfundidos con Hb < 8 g/dl"|"41.67"|"2022"|"pcad"|"Hospital C"
"% de transfusiones de una sola unidad de hematíes"|"9.09"|"2024"|"pcad"|"Hospital C"
"% de transfusiones de una sola unidad de hematíes"|"13.33"|"2022"|"pcad"|"Hospital C"
"% de transfusiones de una sola unidad de hematíes"|"10"|"2023"|"pcad"|"Hospital C"
"Tasa de transfusión (hematíes)"|"10.714"|"2022"|"pcad"|"Hospital C"
"Tasa de transfusión (hematíes)"|"10.309"|"2023"|"pcad"|"Hospital C"
"Tasa de transfusión (hematíes)"|"14.286"|"2024"|"pcad"|"Hospital C"
"Índice de transfusión (hematíes)"|"2.091"|"2024"|"pcad"|"Hospital C"
"Índice de transfusión (hematíes)"|"1.867"|"2022"|"pcad"|"Hospital C"
"Índice de transfusión (hematíes)"|"2.3"|"2023"|"pcad"|"Hospital C"
"Índice total de transfusión (hematíes)"|"0.299"|"2024"|"pcad"|"Hospital C"
"Índice total de transfusión (hematíes)"|"0.2"|"2022"|"pcad"|"Hospital C"
"Índice total de transfusión (hematíes)"|"0.237"|"2023"|"pcad"|"Hospital C"
"Índice total de transfusión (plaquetas)"|"0.01"|"2023"|"pcad"|"Hospital C"
"Índice total de transfusión (plaquetas)"|"0.007"|"2022"|"pcad"|"Hospital C"
"Nº muertos intra-hospitalarios"|"1"|"2023"|"pcad"|"Hospital C"
"Nº muertos intra-hospitalarios"|"1"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"140"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"97"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"77"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"1"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"1"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"1"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2022"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"1"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"1"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"1"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"1"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2023"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"1"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"1"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2024"|"pcad"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2024"|"pcad"|"Hospital C"
"Promedio  de la 1º Hb antes de la cirugía"|"13.97"|"2025"|"prod"|"Hospital A"
"Promedio  de Hb al alta en pacientes no transfundidos"|"11"|"2025"|"prod"|"Hospital A"
"Promedio  de días de estancia hospitalaria"|"6.104"|"2025"|"prod"|"Hospital A"
"Mediana de la 1º Hb antes de la cirugía"|"14"|"2025"|"prod"|"Hospital A"
"Mediana de Hb al alta en pacientes no transfundidos"|"11"|"2025"|"prod"|"Hospital A"
"Mediana de días de estancia hospitalaria"|"5.317"|"2025"|"prod"|"Hospital A"
"Valor de Hb previo a la intervención (promedio)"|"14.04"|"2025"|"prod"|"Hospital A"
"Porcentaje composite (opportunity based) por episodio (promedio)"|"37.34"|"2025"|"prod"|"Hospital A"
"Valor de Hb previo a la intervención (mediana)"|"14"|"2025"|"prod"|"Hospital A"
"Porcentaje composite (opportunity based) por episodio (mediana)"|"28.57"|"2025"|"prod"|"Hospital A"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"14.43"|"2025"|"prod"|"Hospital A"
"% de pacientes con evaluación de la anemia preoperatoria con tiempo suficiente"|"47.26"|"2025"|"prod"|"Hospital A"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro"|"33.33"|"2025"|"prod"|"Hospital A"
"% de pacientes anémicos en preoperatorio con estudio del metabolismo del hierro (Hb<13)"|"13.79"|"2025"|"prod"|"Hospital A"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria"|"0"|"2025"|"prod"|"Hospital A"
"% de pacientes anémicos con determinación de concentración Hb reticulocitaria (Hb<13)"|"0"|"2025"|"prod"|"Hospital A"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente"|"0"|"2025"|"prod"|"Hospital A"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente (Hb<13)"|"0"|"2025"|"prod"|"Hospital A"
"% de pacientes anémicos tratados preoperatoriamente con tiempo suficiente 
(anémicos y no anémicos)"|"0"|"2025"|"prod"|"Hospital A"
"% de pacientes no transfundidos con hematíes en preoperatorio"|"100"|"2025"|"prod"|"Hospital A"
"% de pacientes no transfundidos con plasma en preoperatorio"|"100"|"2025"|"prod"|"Hospital A"
"% de pacientes no transfundidos con plaquetas en preoperatorio"|"100"|"2025"|"prod"|"Hospital A"
"% de pacientes intervenidos sin anemia"|"95.03"|"2025"|"prod"|"Hospital A"
"% de pacientes intervenidos sin anemia (Hb>=13)"|"86.5"|"2025"|"prod"|"Hospital A"
"% de pacientes tratados postoperatoriamente con hierro IV"|"0"|"2025"|"prod"|"Hospital A"
"% de pacientes con anestesia regional"|"10.45"|"2025"|"prod"|"Hospital A"
"% de pacientes tratados con antifibrinolíticos"|"0"|"2025"|"prod"|"Hospital A"
"% de pacientes con uso de recuperadores de sangre"|"0"|"2025"|"prod"|"Hospital A"
"% de pacientes tratados con fibrinógeno"|"0"|"2025"|"prod"|"Hospital A"
"% de pacientes tratados con fibrinógeno 
idem para todos, con y sin valor de conc.fibrin."|"0"|"2025"|"prod"|"Hospital A"
"Nº muertos intra-hospitalarios"|"1"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"201"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"0"|"2025"|"prod"|"Hospital A"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2025"|"prod"|"Hospital A"
"Promedio  de la 1º Hb antes de la cirugía"|"23.26"|"2025"|"prod"|"Hospital B"
"Promedio  de la 1º Hb antes de la cirugía"|"24.26"|"2024"|"prod"|"Hospital B"
"Promedio  de la 1º Hb antes de la cirugía"|"23.34"|"2023"|"prod"|"Hospital B"
"Promedio  de la 1º Hb antes de la cirugía"|"23.53"|"2022"|"prod"|"Hospital B"
"Promedio  de Hb al alta en pacientes no transfundidos"|"21.729"|"2022"|"prod"|"Hospital B"
"Promedio  de Hb al alta en pacientes no transfundidos"|"20.732"|"2025"|"prod"|"Hospital B"
"Promedio  de Hb al alta en pacientes no transfundidos"|"21.712"|"2024"|"prod"|"Hospital B"
"Promedio  de Hb al alta en pacientes no transfundidos"|"21.834"|"2023"|"prod"|"Hospital B"
"Promedio  de Hb al alta en pacientes transfundidos"|"22.57"|"2022"|"prod"|"Hospital B"
"Promedio  de Hb al alta en pacientes transfundidos"|"25.168"|"2023"|"prod"|"Hospital B"
"Promedio  de Hb al alta en pacientes transfundidos"|"22.64"|"2024"|"prod"|"Hospital B"
"Promedio  de Hb al alta en pacientes transfundidos"|"21.435"|"2025"|"prod"|"Hospital B"
"Promedio  de días de estancia hospitalaria"|"3.877"|"2025"|"prod"|"Hospital B"
"Promedio  de días de estancia hospitalaria"|"4.032"|"2024"|"prod"|"Hospital B"
"Promedio  de días de estancia hospitalaria"|"4.042"|"2023"|"prod"|"Hospital B"
"Promedio  de días de estancia hospitalaria"|"4.498"|"2022"|"prod"|"Hospital B"
"Mediana de la 1º Hb antes de la cirugía"|"29.7000007629395"|"2025"|"prod"|"Hospital B"
"Mediana de la 1º Hb antes de la cirugía"|"31.25"|"2024"|"prod"|"Hospital B"
"Mediana de la 1º Hb antes de la cirugía"|"16.7000007629395"|"2023"|"prod"|"Hospital B"
"Mediana de la 1º Hb antes de la cirugía"|"29.2000007629395"|"2022"|"prod"|"Hospital B"
"Mediana de Hb al alta en pacientes no transfundidos"|"14.1999998092651"|"2022"|"prod"|"Hospital B"
"Mediana de Hb al alta en pacientes no transfundidos"|"12.6999998092651"|"2025"|"prod"|"Hospital B"
"Mediana de Hb al alta en pacientes no transfundidos"|"24.8999996185303"|"2024"|"prod"|"Hospital B"
"Mediana de Hb al alta en pacientes no transfundidos"|"30.5"|"2023"|"prod"|"Hospital B"
"Mediana de Hb al alta en pacientes transfundidos"|"30.2000007629395"|"2022"|"prod"|"Hospital B"
"Mediana de Hb al alta en pacientes transfundidos"|"30.7000007629395"|"2023"|"prod"|"Hospital B"
"Mediana de Hb al alta en pacientes transfundidos"|"31.2000007629395"|"2024"|"prod"|"Hospital B"
"Mediana de Hb al alta en pacientes transfundidos"|"30.5"|"2025"|"prod"|"Hospital B"
"Mediana de días de estancia hospitalaria"|"3.292"|"2025"|"prod"|"Hospital B"
"Mediana de días de estancia hospitalaria"|"3.408"|"2024"|"prod"|"Hospital B"
"Mediana de días de estancia hospitalaria"|"3.417"|"2023"|"prod"|"Hospital B"
"Mediana de días de estancia hospitalaria"|"3.969"|"2022"|"prod"|"Hospital B"
"Incremento de Hb post tratamiento preoperatorio (promedio)"|"15.800000667572"|"2023"|"prod"|"Hospital B"
"Incremento de Hb post tratamiento preoperatorio (promedio)"|"9.97999973297119"|"2022"|"prod"|"Hospital B"
"Incremento de Hb post tratamiento preoperatorio (promedio)"|"20.8"|"2025"|"prod"|"Hospital B"
"Valor de Hb previo a la intervención (promedio)"|"23.91"|"2024"|"prod"|"Hospital B"
"Valor de Hb previo a la intervención (promedio)"|"23.031"|"2025"|"prod"|"Hospital B"
"Valor de Hb previo a la intervención (promedio)"|"23.252"|"2023"|"prod"|"Hospital B"
"Valor de Hb previo a la intervención (promedio)"|"22.861"|"2022"|"prod"|"Hospital B"
"Valor de Hb previo a la transfusión (promedio)"|"21.516"|"2025"|"prod"|"Hospital B"
"Valor de Hb previo a la transfusión (promedio)"|"26.717"|"2024"|"prod"|"Hospital B"
"Valor de Hb previo a la transfusión (promedio)"|"24.776"|"2022"|"prod"|"Hospital B"
"Valor de Hb previo a la transfusión (promedio)"|"21.059"|"2023"|"prod"|"Hospital B"
"Porcentaje composite (opportunity based) por episodio (promedio)"|"84.35"|"2022"|"prod"|"Hospital B"
"Porcentaje composite (opportunity based) por episodio (promedio)"|"85.33"|"2023"|"prod"|"Hospital B"
"Porcentaje composite (opportunity based) por episodio (promedio)"|"84.82"|"2024"|"prod"|"Hospital B"
"Porcentaje composite (opportunity based) por episodio (promedio)"|"80.54"|"2025"|"prod"|"Hospital B"
"Incremento de Hb post tratamiento preoperatorio (mediana)"|"20.6000003814697"|"2023"|"prod"|"Hospital B"
"Incremento de Hb post tratamiento preoperatorio (mediana)"|"6.60000038146973"|"2022"|"prod"|"Hospital B"
"Incremento de Hb post tratamiento preoperatorio (mediana)"|"20.3999996185303"|"2025"|"prod"|"Hospital B"
"Valor de Hb previo a la intervención (mediana)"|"31.1000003814697"|"2024"|"prod"|"Hospital B"
"Valor de Hb previo a la intervención (mediana)"|"17.2999992370605"|"2025"|"prod"|"Hospital B"
"Valor de Hb previo a la intervención (mediana)"|"16.7000007629395"|"2023"|"prod"|"Hospital B"
"Valor de Hb previo a la intervención (mediana)"|"16"|"2022"|"prod"|"Hospital B"
"Valor de Hb previo a la transfusión (mediana)"|"13.3000001907349"|"2025"|"prod"|"Hospital B"
"Valor de Hb previo a la transfusión (mediana)"|"31.8999996185303"|"2024"|"prod"|"Hospital B"
"Valor de Hb previo a la transfusión (mediana)"|"31.2999992370605"|"2022"|"prod"|"Hospital B"
